state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,15/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,17/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,18/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,19/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,20/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,22/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,24/02/2020,17800,18300,18100
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,25/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,26/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,27/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,28/02/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,29/02/2020,17800,18500,18200
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,03/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,04/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,05/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,06/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,07/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,09/03/2020,18000,18600,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,10/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,11/03/2020,18200,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,12/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,13/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,17/03/2020,18200,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,18/03/2020,18200,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,19/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,20/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,21/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,23/03/2020,18000,18500,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,24/03/2020,18200,18800,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,25/03/2020,18400,18800,18600
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,26/03/2020,18000,18600,18400
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,27/03/2020,18400,18700,18600
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,28/03/2020,18400,18800,18700
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,30/03/2020,18000,18700,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,02/04/2020,18400,18800,18600
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,03/04/2020,18300,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,04/04/2020,18200,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,06/04/2020,18300,18700,18500
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,07/04/2020,18400,18900,18600
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,08/04/2020,18000,18600,18300
Kerala,Kottayam,Thalayolaparambu,"Coconut Oil",Other,09/04/2020,18400,18800,18600
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/01/2020,16800,17100,16860
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/01/2020,17400,17550,17500
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/01/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/01/2020,17000,17150,17100
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/01/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/01/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/01/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/01/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/01/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/01/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/01/2020,17300,17400,17350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/01/2020,17800,18100,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/01/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/01/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/01/2020,16800,17120,17100
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",24/01/2020,17120,17250,17200
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/01/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",27/01/2020,18000,18350,18300
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/01/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",29/01/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",30/01/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/02/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",05/02/2020,17300,17400,17350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/02/2020,17300,17400,17360
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/02/2020,16500,16800,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/02/2020,17200,17300,17260
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/02/2020,17300,17400,17360
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/02/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/02/2020,1720,1800,1750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",03/03/2020,17100,17350,17120
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/03/2020,1500,1600,1550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",05/03/2020,18100,18230,18200
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/03/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/03/2020,17100,17200,17120
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/03/2020,16400,16500,16450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/03/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/03/2020,1500,1700,1650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/03/2020,17000,17150,17100
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/04/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/04/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/04/2020,16500,17100,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/04/2020,16200,16350,16250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/04/2020,16400,16500,16450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/04/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/04/2020,17300,17400,17350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/04/2020,16100,16200,16150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/04/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/04/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/04/2020,16200,16350,16300
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/04/2020,17200,17300,17240
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/04/2020,16800,16900,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/04/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/04/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/04/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/04/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",24/04/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/04/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",27/04/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/04/2020,16300,16400,16350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",29/04/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",30/04/2020,16800,16900,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",01/05/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",02/05/2020,17100,17200,17120
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/05/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",05/05/2020,16400,16500,16450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/05/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/05/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/05/2020,17200,17300,17230
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/05/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/05/2020,17600,17800,17650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/05/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/05/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/05/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/05/2020,17500,17800,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/05/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/05/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",19/05/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/05/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/05/2020,16400,16500,16450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/05/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/05/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/05/2020,16800,17200,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",26/05/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",27/05/2020,16500,16700,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/05/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",29/05/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",30/05/2020,16700,16800,16760
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",01/06/2020,16500,17100,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",02/06/2020,16800,17100,16950
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",03/06/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/06/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",05/06/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/06/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/06/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/06/2020,17400,17500,17460
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/06/2020,16800,17200,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/06/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/06/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/06/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/06/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/06/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/06/2020,16400,16600,16450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/06/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",19/06/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/06/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/06/2020,16900,17100,16950
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/06/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",24/06/2020,17300,17400,17350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/06/2020,17400,17500,17450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",26/06/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",29/06/2020,16800,17200,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",30/06/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",01/07/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",02/07/2020,16500,16700,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",03/07/2020,17300,17360,17320
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/07/2020,18400,18500,18450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/07/2020,18300,18400,18350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/07/2020,16700,16800,16750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/07/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/07/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/07/2020,16500,17100,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/07/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/07/2020,17100,17200,17120
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/07/2020,17100,17200,17150
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/07/2020,17600,17700,17650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/07/2020,16800,17200,17100
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/07/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/07/2020,17300,17400,17350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/07/2020,17100,17200,17120
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/07/2020,17800,18200,18100
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/07/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/07/2020,16500,16650,16600
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",27/07/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/07/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/08/2020,17800,18200,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/08/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/08/2020,16800,17100,16850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/08/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/08/2020,17900,18100,18000
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/08/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/08/2020,17800,17900,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/08/2020,17500,18100,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/08/2020,16500,16600,16550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/08/2020,17200,17300,17250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",19/08/2020,17800,18100,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/08/2020,18600,18700,18650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/08/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",26/08/2020,18400,18600,18450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",27/08/2020,18700,18800,18750
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/08/2020,19800,21000,19850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",03/09/2020,17500,17600,17550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",04/09/2020,19800,19900,19850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/09/2020,19800,19880,19850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/09/2020,18900,19200,18950
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/09/2020,19900,21000,19980
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/09/2020,17800,18200,17850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",11/09/2020,18600,18700,18650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/09/2020,19800,20000,19850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/09/2020,18900,19000,18950
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/09/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/09/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",18/09/2020,18500,18700,18660
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/09/2020,18400,18500,18450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/09/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",22/09/2020,18400,18500,18450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",23/09/2020,18400,18600,18500
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",24/09/2020,18800,19100,18850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",25/09/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",26/09/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",28/09/2020,18600,18700,18650
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",29/09/2020,18400,18900,18450
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",30/09/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",01/10/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",02/10/2020,18500,19100,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",03/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",05/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",06/10/2020,18500,18700,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",07/10/2020,18300,18450,18350
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",08/10/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",09/10/2020,18500,19200,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",10/10/2020,18900,19200,19000
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",12/10/2020,19600,19700,19680
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",13/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",14/10/2020,19500,19670,19550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",15/10/2020,18500,18600,18550
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",16/10/2020,19200,19350,19300
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",17/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",19/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",20/10/2020,19800,19900,19850
Kerala,Malappuram,Kottakkal,"Coconut Oil","Copra Oil",21/10/2020,19200,19300,19250
Kerala,Malappuram,Kottakkal,"Coconut Oil",Other,21/08/2020,19200,19300,19250
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",02/01/2020,17500,17800,17800
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",06/01/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",09/01/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",13/01/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",16/01/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",20/01/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",27/01/2020,17000,18000,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",30/01/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",03/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",06/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",10/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",17/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",20/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",24/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",26/02/2020,17500,18000,17800
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",27/02/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",02/03/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",04/03/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",05/03/2020,17000,17800,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",09/03/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",12/03/2020,17000,17500,17500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",16/03/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",19/03/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",30/03/2020,18500,19000,19000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",02/04/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",06/04/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",09/04/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",13/04/2020,18500,19000,19000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",20/04/2020,17500,18000,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",27/04/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",30/04/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",04/05/2020,18000,18800,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",11/05/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",14/05/2020,17500,18500,18000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",16/05/2020,18500,19000,19000
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",18/05/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",21/05/2020,18500,18800,18800
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",25/05/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",04/06/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",08/06/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",11/06/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",15/06/2020,18000,18500,18500
Kerala,Pathanamthitta,Ezhamkulam,"Coconut Oil","Copra Oil",18/06/2020,18500,19000,19000
